목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15012830,FILE,성평등가족부_청소년 인터넷 및 스마트폰 중독 예방 및 해소 관련 정보,성평등가족부_청소년 인터넷 및 스마트폰 중독 예방 및 해소 관련 정보_20250618,사회복지 - 노인·청소년,1384000,성평등가족부,청소년보호환경과,`0221006297,"청소년 보호법 제27조, 청소년 보호법 시행령 제23조",-,연간,2026-11-25,텍스트,4,csv,"청소년,인터넷과의존,스마트폰중독,핸드폰중독,중독예방",5964,2019-08-20,2025-11-25,-,공공데이터포털에서 다운로드(원문파일등록),"성평등가족부가 발간한 청소년 인터넷·스마트폰 중독 예방 및 해소 관련 정보를 제공하는 파일형 개방 데이터입니다.<br/>해당 개방 데이터는 학년구분, 인터넷 과의존 현황의 조사인원, 위험 사용자군, 주의 사용자군, 성별에 따른 인터넷 과의존 위험군 등의 내용을 확인할 수 있습니다.<br/>특정 연령대의 디지털 과의존 문제를 체계적으로 대응하는 데 기반이 됩니다. 데이터의 세부 정보는 예방 교육과 상담 프로그램을 세분화하는 데 활용될 수 있으며, 학교 현장에서 맞춤형 교육 콘텐츠를 구성하거나, 지역 사회 내 전문가와의 협업을 도모할 수 있는 실질적 자료입니다. 청소년의 건강한 미디어 이용 환경 조성을 위한 정책 개발에 폭넓게 활용될 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,12741,https://www.data.go.kr/data/15012830/fileData.do,N,N
15012855,FILE,국가철도공단_철도건설현장정보,국가철도공단_철도건설현장정보_20240619,교통물류 - 철도,B554334,국가철도공단,디지털관리처,`0426074961,품경절-05(안전품질현장점검절차서),-,연간,2025-06-19,텍스트,137,csv,"철도건설현장,철도건설사업,주소,공사기간,협력사정보",1111,2019-09-05,2025-11-17,-,공공데이터포털에서 다운로드(원문파일등록),"국가철도공단이 추진 중인 철도건설현장에 대한 상세 정보를 담고 있는 자료입니다. 이 데이터는 공공데이터포털을 통해 제공되며, 각 건설현장의 구체적인 위치 정보(주소)를 포함하여, 현재 진행 중인 공사의 주요 내용, 착공 및 준공 예정 기간, 시공에 참여하는 협력사 등의 항목을 포함하고 있습니다. 이를 통해 일반 국민은 물론 기업, 지자체 등 다양한 이해관계자가 철도 인프라 확충의 진행 상황을 투명하게 파악할 수 있으며, 공공사업의 투명성과 효율성 제고에 기여합니다. 특히 이 정보는 주변 지역의 도시계획이나 부동산 개발, 교통 접근성 분석 등에도 활용될 수 있으며, 장기적인 국토 균형 발전 전략 수립에도 유의미한 기초자료로 작용합니다. 또한 건설현장별로 세분화된 정보를 제공함으로써 지역사회와의 소통 창구 역할도 수행할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5426,https://www.data.go.kr/data/15012855/fileData.do,N,N
15012862,FILE,기술보증기금_공급기술수집현황,기술보증기금_공급기술수집현황_20241231,재정금융 - 산업금융,B553694,기술보증기금,AI데이터전략실,`0516067392,기술보증기금법,-,연간,2026-02-27,텍스트,12,csv,"기업기술거래정보,기술이전정보,맞춤형기술거래,스마트테크브릿지,사업화연계",2044,2016-05-27,2025-08-07,-,공공데이터포털에서 다운로드(원문파일등록),"공급기술수집현황은 기술보증기금이 운영하는 스마트테크브릿지 플랫폼에서 **기술 공급자(대학, 연구기관, 공공기관, 민간기업 등)**가 등록한 기술 정보를 수집한 자료입니다. 이 데이터는 등록된 공급기술의 기술명, 기술분야, 기술 요약, 등록 일자, 공급자 유형 등으로 구성되어 있으며, 기술이전이나 사업화 연계를 목적으로 구축되었습니다.<br/><br/>해당 데이터는 공급기술의 수요-공급 연결 가능성을 높이기 위한 기반 자료로, 기술 거래 촉진, 유망 기술의 발굴, 공공 R&D 성과의 민간 확산 등을 지원하는 데 활용될 수 있습니다. 또한 플랫폼 이용 주체별 등록현황을 분석하거나, 특정 분야(예: AI, 바이오, 에너지 등)의 기술 등록 추이를 파악함으로써 정책적 지원 방향 설정에도 참고자료로 쓰일 수 있습니다.<br/><br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3041,https://www.data.go.kr/data/15012862/fileData.do,N,N
15012873,FILE,한국주택금융공사_일반주택담보대출현황,한국주택금융공사_일반주택담보대출현황_20150101,재정금융 - 재정·금융,B551408,한국주택금융공사,디지털전략부,`0516638333,-,-,수시,-,텍스트,25,csv,"지역구분,일반주택담보대출,담보대출,HF,공유데이터",2999,2015-12-22,2025-07-01,-,공공데이터포털에서 다운로드(원문파일등록),"한국주택금융공사에서 제공하는 공공데이터인 한국주택금융공사_일반주택담보대출현황입니다。공사대출이외 시장에서 조사된 일반 주택담보대출 데이터 현황을 제공합니다. 구분,사례수(명),매우 불만이다,불만이다,보통이다,만족한다,매우 만족한다,계,평균관련 칼럼이 포함되어있으며 관련값이 존재합니다.。제공되는 이 데이터는 주거 안정성 분석, 지역별 주택금융 수요 조사 및 정책 주택사업 대상지 선정 등으로 활용될 수 있습니다。연관 데이터와 결합하여 빅데이터 분석 플랫폼 기반의 금융 시장 동향 모니터링에 활용 가능합니다。또한 과거 데이터 추이를 활용한 시계열 분석을 통해 미래 시장 수요 예측 및 리스크 관리에 활용할 수 있습니다。정책 입안 시 근거 자료로 활용되어 공공 금융 서비스의 투명성과 효율성을 높이는 데 기여합니다。세부 통계 지표 분석을 통해 특정 고객군의 연체 위험도 평가 및 선제적 대응 전략을 수립할 수 있습니다。이 데이터는 공사의 내부 데이터와 연계하여 고객 특성별 세부 분석 및 맞춤형 금융 상품 개발에 유용합니다。해당 데이터에 대한 문의사항은 한국주택금융공사 공공데이터 제공 실무담당자에게 연락 혹은 공공데이터포털을 통해 문의를 접수 해 주시기 바랍니다。<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,9878,https://www.data.go.kr/data/15012873/fileData.do,N,N
15012875,FILE,한국도박문제예방치유원_도박문제 치유재활통계,한국도박문제예방치유원_도박문제 치유재활통계_20241231,문화관광 - 문화체육관광일반,B554796,한국도박문제예방치유원,정책협력팀,`027409029,사행산업통합감독위원회법 제14조,-,연간,2026-06-18,텍스트,147,xlsx,"도박문제,도박중독,치유재활,헬프라인,도박중독지역센터,도박중독상담",4240,2016-10-24,2025-11-21,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 2016년도부터 제공된 데이터로 연도별 한국도박문제예방치유원에서 제공한 치유재활업무 실적현황 데이터입니다.<br/>데이터의 구성은 치유재활 서비스 모든 영역에서 제공된 서비스 실적으로 사례관리, 집단상담, 프로그램, 지역사회 연계사업, 인적자원 관리, 직원 교육 영역으로 구성되어 있습니다.<br/><br/>*사례관리: 치유재활서비스 접수단계부터 사정평가까지 모든 단계별 서비스 이용 실적 현황<br/>*집단상담: 치유재활 서비스 중 집단상담 이용자 현황<br/>*프로그램: 치유재활 서비스 중 프로그램 이용자 현황<br/>*지역사회 연계사업: 지역사회로부터 연계받은 실적 현황<br/>*인적자원관리: 자원봉사 및 실습수련생 관리 인원 현황<br/> *직원교육: 직원역량 강화를 위한 교육 건 수<br/>*자료출처: 한국도박문제예방치유원 치유재활서비스 실적 통계",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,10545,https://www.data.go.kr/data/15012875/fileData.do,N,N
15012880,FILE,한국도박문제예방치유원_도박문제 인구학적통계,한국도박문제예방치유원_도박문제 인구학적통계_20241231,문화관광 - 문화체육관광일반,B554796,한국도박문제예방치유원,정책협력팀,`027409029,사행산업통합감독위원회법 제14조,-,연간,2026-06-18,텍스트,56,xlsx,"도박문제자,도박문제 인구학적통계,도박문제 분기별 도박문제자인구학적통계,도박유형별 도박문제자,도박중독자",9518,2016-10-24,2025-11-21,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 2016년도부터 제공된 데이터로 연도별 한국도박문제예방치유원을 이용한 도박중독 또는 도박문제와 관련된 서비스 실적현황을 인구학적으로 가공한 데이터입니다.<br/>항목: 도박자와의 관계, 도박유형, 도박자 성별, 도박자 연령, 도박자 지역<br/><br/>*도박자와의 관계(명) : 한국도박문제예방치유원 서비스 이용 신청인 대상 도박중독자와의 관계<br/>*도박유형(건) : 본인 기준 도박문제 발생 시 참여한 도박유형(중복응답)<br/>*도박자 성별(명) : 한국도박문제예방치유원 서비스 이용자 성별<br/>*도박자 연령(명) : 한국도박문제예방치유원 서비스 이용자 연령<br/>*도박자 지역(명) : 한국도박문제예방치유원 서비스 이용자 지역<br/>*자료출처: 한국도박문제예방치유원 치유재활서비스 실 통계",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,19759,https://www.data.go.kr/data/15012880/fileData.do,N,N
15012914,FILE,한국광해광업공단_전국 연탄공장 현황,한국광해광업공단_전국 연탄공장 현황_20241231,산업고용 - 에너지및자원개발,B554644,한국광해광업공단,정보시스템,`0337365170,-,-,연간,2026-07-04,텍스트,7,csv,"전국,연탄,회사수,공장수,생산능력 1호탄 운전기,1호탄 규격,생산능력 2호탄 운전기,2호탄 규격",2851,2016-05-10,2025-06-04,-,공공데이터포털에서 다운로드(원문파일등록),"한국광해광업공단은 석탄산업의 생산 기반 유지와 연탄의 안정적인 공급을 위해 석·연탄산업 지원 사업을 실시하고 있으며, 이를 통해 자원안보와 서민생활보호 및 폐광지역 고용창출 등에 이바지하고 있습니다. 또한, 연탄 수급의 효율성을 높이기 위해 전국에 가동 중인 연탄공장의 현황을 파악하고 있으며, 이 데이터를 통해 연탄 생산능력, 지역별 분포, 생산량 추이 등을 분석할 수 있습니다. 이러한 정보는 정책 수립, 에너지 수급 계획, 지역 경제 활성화 등에 활용될 수 있습니다. 연탄공장의 가동 현황과 생산능력에 대한 상세한 정보는 정책 수립 및 에너지 수급 계획 수립에 중요한 기초 자료로 활용됩니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7357,https://www.data.go.kr/data/15012914/fileData.do,N,N
15012921,FILE,영등포구시설관리공단 공기질 측정현황,공영주차장(실내주차장)공기질 측정결과(2015),공공행정 - 일반행정,B552843,영등포구시설관리공단,경영기획팀,,-,-,수시,2017-01-13,텍스트,36,CSV,"공영주차장,실내 공기질,실내 오염",2466,2015-12-30,2016-01-15,-,공공데이터포털에서 다운로드(원문파일등록),공단 공영주차장 7개소에 대한 실내공기질 측정에 관한 결과값,-,-,-,무료,-,이용허락범위 제한 없음,-,-,-,2958,https://www.data.go.kr/data/15012921/fileData.do,N,N
15012927,FILE,국립생태원_한국의 외래생물목록 및 생태 특성정보,국립생태원_한국의 외래생물목록 및 생태 특성정보_20200923,환경기상 - 환경일반,B553084,국립생태원,지능정보전략팀,`0419505444,"생물다양성 보전 및 이용에 관한 법률, 환경정책기본법",-,수시,-,텍스트,2167,csv,"한국외래생물,외래생물학명,외래생물일반명,외래종,위해성평가,생물다양성,침입종,IUCN지정",1707,2019-10-14,2025-07-24,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 한국에 유입되었거나 정착한 외래생물에 대한 목록과 생태적 특성 정보를 포함합니다. 분류군별로 외래생물의 일반명과 학명, 위해도 등급(I~Ⅲ등급), IUCN(세계자연보전연맹) 지정 여부 및 미국, EU, 일본 등 타국가의 위해생물 지정 여부를 수록하였으며, 각 생물종의 위해성 판단 기준과 등급 책정의 근거 및 출처도 명시되어 있습니다. 해당 정보는 외래생물의 생태계 교란 가능성과 인간 활동에 대한 영향을 파악하고, 국가 생물다양성 전략 및 위해생물 관리 정책 수립에 활용될 수 있도록 구성되어 있습니다. 또한 환경영향평가, 생물다양성 교육자료, 연구 기반 자료 등 다양한 분야에서 응용이 가능하며, 환경부의 ‘생물다양성 보전 및 이용에 관한 법률’에 따라 국립생태원이 지속적으로 갱신·관리하고 있습니다. 국내외 환경정책 대응을 위한 기초 생물종 정보로써, 생태계 서비스 유지 및 보전 전략 수립에도 중요한 자료입니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,9125,https://www.data.go.kr/data/15012927/fileData.do,N,N
15012943,FILE,과학기술정보통신부 우정사업본부_우체국사개발 및 임대정보,과학기술정보통신부 우정사업본부_우체국사개발 및 임대정보_20210305,과학기술 - 우정,1721301,과학기술정보통신부 우정사업본부,디지털혁신담당관,`0442008052,"우정사업 운영에 관한 특례법,<br/>국유재산법",-,수시,-,텍스트,10,csv,"우체국명,개발방식,임대가능여부,도로명 주소,임대층수,총임대면적,임대 주위환경,임대문의",1036,2019-08-23,2025-07-30,-,공공데이터포털에서 다운로드(원문파일등록),"2021년 3월 기준 우체국사 개발 및 임대정보입니다.<br/>이 데이터는 과학기술정보통신부 우정사업본부가 보유한 우체국 건물 중 임대 가능한 공간에 대한 정보를 제공하며, 각 우체국의 명칭, 개발방식(예: 자체개발), 임대 가능 여부, 위치(도로명 및 지번 주소), 건물 층수와 임대 가능한 층, 총 임대 면적, 임대 주위 환경, 관할 우체국, 담당자 연락처 등의 항목으로 구성되어 있다.<br/>주요 건물은 서울, 인천, 경기 지역의 핵심 상업지나 교통 요지 인근에 위치하고 있어, 상업시설, 병원, 교육기관 등 다양한 임차 수요에 적합한 조건을 갖추고 있다.<br/>해당 데이터는 공공 자산의 효율적 활용과 민간 임차 수요자와의 연결을 지원하는 목적으로 활용되며, 지방자치단체·기업·개인사업자는 이를 통해 공공건물 임대 기회를 탐색하고, 지역별 부동산 수급 계획 수립이나 사무공간 확보 전략을 수립할 수 있다.<br/>또한 정부는 이 정보를 바탕으로 유휴 공공자산의 수익화 및 지역경제 활성화를 도모할 수 있으며, 정책투명성과 행정 효율성 제고에도 기여할 수 있는 공공데이터이다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3979,https://www.data.go.kr/data/15012943/fileData.do,N,N
15012952,FILE,한국문화예술위원회_문화예술 채용정보,한국문화예술위원회_문화예술 채용정보_20160705,문화관광 - 문화예술,B551510,한국문화예술위원회,경영지원팀,`0619002183,-,-,수시,-,텍스트,363,csv,"채용,문화예술채용,문화예술,기관홈페이지,기관명,근무지역",787,2016-07-05,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"문화예술채용정보현황에 대한 정보입니다. 각 구성 항목으로는 기관명, 근무지역, 마감일로 구성되어 있습니다. 또한 기관명 항목에는 세종문화회관 서울돈화문국악당, 경기문화재단, 서울문화재단, 전통예술공연개발원 마로, 한국음악협회 등과 같은 기관 이름이 나타나 있습니다. 그리고 근무지역 항목으로는 서울시, 대구, 제주 등으로 나타나 있는 것과 경기도 성남시 분당구 성남대로 808 성남아트센터와 같이 상세주소까지 나타나 있는 항목으로 구성되어 있습니다. 마감일 항목은 2016-07-15와 같은 날짜 형식으로 구성되어 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3628,https://www.data.go.kr/data/15012952/fileData.do,N,N
15012975,FILE,양주시시설관리공단_장흥관광지 미술관옆캠핑장 이용시설안내,양주시시설관리공단_장흥관광지 미술관옆캠핑장 이용시설안내_20160603,문화관광 - 문화체육관광일반,B554687,양주도시공사,양주시시설관리공단,`0318289708,-,-,수시,-,텍스트,1,csv,"캠핑장,장흥관광지,관광명소",597,2016-06-03,2020-12-23,-,공공데이터포털에서 다운로드(원문파일등록),"양주시시설관리공단에서 운영중인 미술관옆캠핑장의 사이트개수, 사용료, 이용가능시간 등 이용시설 현황 제공",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2832,https://www.data.go.kr/data/15012975/fileData.do,N,N
15012980,FILE,국제식물검역인증원_선박에 대한 아시아매미나방(FSMC) 검역 현황 및 통계,국제식물검역인증원_선박에 대한 아시아매미나방(FSMC) 검역 현황 및 통계_20241231,교통물류 - 해운·항만,B552860,국제식물검역인증원,검사검역팀,`0516008041,기관 내 선박검역 내역 정보,-,수시,-,텍스트,180,csv,"AGM,아시아매미나방,FSMC",692,2018-10-31,2025-02-25,-,공공데이터포털에서 다운로드(원문파일등록),"NAPPO(북미식물보호기구)에서 요구하는 북미국가(미국, 캐나다 등), 칠레, 뉴질랜드 등 출항선박에 대한 선박 FSMC 검사 통계정보",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3896,https://www.data.go.kr/data/15012980/fileData.do,N,N
15013002,FILE,주택도시보증공사 용어집,주택도시보증공사 용어집_20241231,공공행정 - 일반행정,B553511,주택도시보증공사,기업금융실,`0559555769,-,-,연간,2026-03-07,텍스트,118,csv,"주택도시보증공사,보증,보증상품,법,용어,설명자료",1506,2015-12-29,2025-09-15,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 주택도시보증공사에서 제공하는 보증 상품 관련 용어집으로, 보증 업무와 관련하여 자주 사용되는 용어를 체계적으로 정리한 자료입니다.<br/><br/>보증업무 과정에서 자주 활용되는 주요 법적 ·  행정적 용어(예: 가등기, 가압류, 근저당권 등)와 함께, 보증상품 운영과 직접적으로 연계되는 주택법, 도시 및 주거환경정비법 등 관계 법령상의 개념을 포함하고 있습니다.<br/><br/>본 용어집과 관련한 보증상품별 설명(보증금액, 보증기간, 상품개요, 이용절차 및 제출서류, 약관 등)에 대한 상세한 설명은 주택도시보증공사 홈페이지에서도 확인 가능하니 참고하시기 바랍니다.<br/><br/>(참고) https://www.khug.or.kr/hug/web/cg/ov/cgov000001.jsp",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5558,https://www.data.go.kr/data/15013002/fileData.do,N,N
15013033,FILE,세종특별자치시_약국 현황,세종특별자치시_약국 현황_20241118,보건의료 - 보건의료,5690000,세종특별자치시,인공지능디지털담당관,`0443002415,-,-,연간,2025-11-30,텍스트,164,csv,"약국,의료,약,세종시 약국,세종 약",1282,2019-11-06,2025-09-01,-,공공데이터포털에서 다운로드(원문파일등록),"세종특별자치시에 등록된 약국에 대한 정보를 알 수 있는 데이터 입니다.<br/>데이터는 순번, 약국명칭, 약국소재지(도로명)으로 구성되어 있으며,<br/>총 164개의 등록 된 약국의 예로는 백일약국, 두루약국, 세종사랑약국, 세종햇살약국, 셀린약국, 첫마을약국, 세종 권약국<br/>다정365약국, 기린약국, 소정약국,  메디팜큰사랑약국, 고운길온누리약국, 해오름 온누리 약국, 메디팜우리들약국 등이 있으며,<br/>약국은 소담동, 도담동, 나성동, 대평동, 아름동, 집현동, 반곡동, 고운동, 해밀동, 조치원읍, 부강면 등에 소재하고 있습니다.<br/><br/><br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,6134,https://www.data.go.kr/data/15013033/fileData.do,N,N
15013050,FILE,안산도시공사 관광지 정보,대부도 누에섬 등대 전망대 현황 및 관람 시간표(2017년),문화관광 - 관광,B552550,안산도시공사,기획실,`0314814803,-,-,수시,2018-05-01,기타,2,ZIP,"안산도시공사,관광지,대부도",2903,2015-12-29,2017-05-26,-,공공데이터포털에서 다운로드(원문파일등록),"대부도 어촌민속박물관 및 누에섬 등대 전망대 관광지 현황(소재지, 시설 규모, 주요시설내역, 누에섬 등대 전망대 관람 시간 등)",-,-,-,무료,-,이용허락범위 제한 없음,-,-,-,3122,https://www.data.go.kr/data/15013050/fileData.do,N,N
15013051,FILE,국민연금공단_지역가입자 현황,국민연금공단_지역가입자 현황_20200531,사회복지 - 공적연금,B552015,국민연금공단,가입기획부,`0637135606,-,-,수시,-,텍스트,12,csv,"지역가입자,임의가입자,임의계속가입자,소득신고,시도별",2588,2017-06-20,2025-12-08,-,공공데이터포털에서 다운로드(원문파일등록),"국민연금공단의 가입된 국민연금 지역가입자 데이터를 기반으로 만들어진 시도별 지역가입자 수 입니다.<br/><br/>해당 월의 국민연금에 가입된 지역가입자의 시도별(법정동시도) 분포 현황을 나타내며 분류기준은 아래와 같습니다.<br/><br/>- 분류 기준: 연도별(해당 월별), 시도별(법정동시도), 가입종별<br/>- 해당 연도(해당 월별): 2020년 5월의 데이터를 포함하고 있습니다<br/>- 분류 단위: 명<br/><br/>해당 연도(해당 월)에 따라 분류되어있는 데이터를 통해 국민연금에 가입된  시도별(법정동시도) 지역가입자 분포 현황을 확인하실 수 있습니다.<br/><br/>(데이터 건수가 많은 경우 모든 데이터가 표출되지 않을 수 있음을 안내드립니다.)<br/><br/><br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3660,https://www.data.go.kr/data/15013051/fileData.do,Y,N
15013072,FILE,주택도시보증공사 교육정보,주택도시보증공사 교육정보_20241231,교육 - 교육일반,B553511,주택도시보증공사,기업금융실,`0559555769,-,-,연간,2026-03-07,텍스트,1,hwpx,"주택,주택사업,단계별,보증상품,설명",1468,2015-12-31,2025-09-15,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 주택사업의 단계별 진행 과정에 따라 취급 가능한 보증상품을 정리한 자료입니다.<br/><br/>인허가, 착공, 공사기간, 준공, 입주 등 주요 단계별로 해당 시점에 제공 가능한 보증상품의 종류와 내용을 제공하며, 각 보증상품의 간략한 설명자료가 포함되어 있습니다.<br/><br/>해당 자료 내 보증상품별 설명(보증금액, 보증기간, 상품개요, 이용절차 및 제출서류, 약관 등)에 대한 상세한 설명은 주택도시보증공사 홈페이지에서도 확인 가능하니 참고하시기 바랍니다.<br/><br/>(참고) https://www.khug.or.kr/hug/web/cg/ov/cgov000001.jsp <br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4735,https://www.data.go.kr/data/15013072/fileData.do,N,N
15013085,FILE,거제해양관광개발공사_종량제봉투판매소현황,거제해양관광개발공사_종량제봉투판매소현황_20250804,산업고용 - 산업·중소기업일반,B552833,거제해양관광개발공사,인사총무부,`0556398205,거제시폐기물관리에관한조례 및 개인정보수집이용 동의서<br/>,주민센터 등에서 종량제봉투판매소 등록 후 거제시 공문으로 등록 및 삭제,연간,2026-08-04,텍스트,788,csv,"종량제봉투판매소,종량제봉투배송일,종량제봉투",620,2019-08-06,2025-08-04,2025년 08월 04일 현재 데이터 임,공공데이터포털에서 다운로드(원문파일등록),"거제시의 종량제봉투, 음식물류 폐기물 납부필증, 대형폐기물 스티커의  현재 운영중인 판매소 현황으로 종량제봉투판매소 이름,  주소지 지역명 면/동 및 배송요일, 면동구분값으로 구성되어 있으며, 거제시의 공문으로 등록 및 삭제 된다.",-,대한민국 경상남도 거제시,2025년 08월04 부터 2026년 08월04일,무료,건 ,이용허락범위 제한 없음,-,-,-,2707,https://www.data.go.kr/data/15013085/fileData.do,N,N
15013091,FILE,시흥도시공사_관리 공원정보,시흥도시공사_관리 공원정보_20241231,공공행정 - 일반행정,B554066,시흥도시공사,지능정보부,`0314886880,-,-,연간,2026-08-25,텍스트,3,csv,"시흥공원,공원,자연공원,생태공원,공공공원",1311,2015-12-30,2025-09-02,-,공공데이터포털에서 다운로드(원문파일등록),"<br/>갯골생태공원은 내만 갯벌과 염전의 정취를 동시에 느낄 수 있는 생태공원으로, 다양한 염생식물과 생물 관찰이 가능합니다. 친환경적으로 운영되며, 무장애 시설과 염전체험존, 체험학습프로그램, 대규모 캠핑장을 운영하여 시민 체험과 휴식을 지원합니다. 자연환경 보존과 생태교육, 지역 해안문화를 동시에 경험할 수 있는 대표 명소입니다.<br/><br/>배곧한울공원은 탁 트인 바다 전망과 넓은 산책로, 해수체험장 및 기초 운동시설 등 다양한 휴식·여가 공간을 갖춘 수변형 공원입니다. 바다와 도심을 동시에 즐길 수 있고 장애인 등교 편의시설이 잘 마련되어 가족단위 방문객에게 인기가 높습니다. 공원 내에는 각종 조형물, 포토존, 자전거길, 웰빙존이 조성되어 있습니다.<br/><br/>오이도선사유적공원은 시흥 오이도에 위치한 역사문화공원으로, 청동기 유적지와 전시관, 야외 체험시설이 구성되어 있습니다. 가족 단위로 선사 체험과 생태학습, 산책이 가능하며, 문화재 답사 및 교육 프로그램이 활발히 운영됩니다. 전 구간 무장애 동선, 휠체어 접근 등 모두를 위한 편의시설을 갖추고 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3874,https://www.data.go.kr/data/15013091/fileData.do,N,N
15013093,FILE,한국산업기술기획평가원_지역균형발전 우수사업 정보,한국산업기술기획평가원_지역균형발전 우수사업 정보_20241231,국토관리 - 지역및도시,B555072,한국산업기술기획평가원,디지털전환실,`0427129213,-,-,연간,2026-08-16,텍스트,350,csv,"지역균형발전,지역균형발전사업,우수사례,NABIS,자체 성공 사례,지역발전 정책,우수 전략,특성화 지역개발",2157,2020-04-09,2025-07-17,-,공공데이터포털에서 다운로드(원문파일등록),"2005년부터 2024년까지 NABIS(국가균형발전종합정보시스템)에서 선정·공개한 연도별 지역발전사업 우수사례 데이터입니다. 이는 전국 지자체가 추진한 파급력 있는 지역혁신 사업과 정책 성과를 정리한 자료로, 각 사례는 지자체명, 연도, 사례 제목, 그리고 세부 내용을 확인할 수 있는 URI로 구성되어 있습니다. 사례에는 농촌 활력 회복, 도시재생, 문화관광 활성화, 산업단지 조성, 스마트시티 구축, 지역 맞춤형 일자리 창출 등 다양한 분야가 포함되며, 지자체별로 특성화된 지역개발 전략과 실행 과정을 담고 있습니다. 이 데이터는 타 지자체가 성공 사례를 벤치마킹하거나 지역 발전 정책 수립 시 기초 자료로 활용할 수 있으며, 시기별 우수 사업의 흐름과 범위를 파악하는 데 도움이 됩니다. 또한, 일반 국민 및 공공기관, 연구자들이 지역발전 정책의 실제 효과와 우수 전략을 참고할 수 있는 중요한 정보가 됩니다.",-,-,-,무료,건 ,공공저작물_출처표시 + 상업적 이용금지 + 변경금지,-,-,-,4803,https://www.data.go.kr/data/15013093/fileData.do,N,N
15013102,FILE,성평등가족부_유엔 여성차별철폐협약 국가이행 보고서,성평등가족부_유엔 여성차별철폐협약 국가이행 보고서_20150731,사회복지 - 보육·가족및여성,1384000,성평등가족부,정보통계담당관실,`0221006120,-,-,수시,-,텍스트,1,hwpx,"유엔,여성차별,유엔 보고서,여성차별철폐협약,국가이행",1834,2019-09-25,2025-09-01,-,공공데이터포털에서 다운로드(원문파일등록),"유엔 여성차별철폐협약 국가이행에 대한 보고서 내용을 제공하는 파일데이터입니다. 해당 개방 데이터를 통해 차별의 정의, 당사국의 의무(제·개정 법률), 적극적조치, 정책, 성별영향분석평가법, 양성평등 기본법 등의 내용을 확인할 수 있습니다. 법률 제·개정 현황과 성평등 정책 흐름을 한눈에 파악할 수 있게 해줍니다. 성별영향평가법, 양성평등 기본법 등 주요 법령 및 정책 항목이 포함되어 있어 행정기관의 정책 검토 및 모니터링 보고서 작성에 효과적입니다. 또한 국제기준에 부합하는 국내 정책 비교 분석 작업에 활용될 수 있습니다.",-,-,-,무료,건 ,공공저작물_출처표시 + 상업적 이용금지 + 변경금지,-,-,-,3509,https://www.data.go.kr/data/15013102/fileData.do,N,N
15013131,FILE,(재)한국스마트그리드사업단_스마트그리드 핵심기기 보급현황,지능형전력계량시스템(AMI) 및 에너지저장장치(ESS) 보급현황((재)한국스마트그리드사업단 수행사업 기준)_2012~2016년,산업고용 - 산업진흥·고도화,B553497,(재)한국스마트그리드사업단,경영지원팀,`0221381704,지능형전력망의 구축 및 이용촉진에 관한 법률 제19조,-,연간,2018-12-06,텍스트,2,CSV,"지능형전력망,스마트그리드,보급현황",1431,2017-12-06,2017-12-07,-,공공데이터포털에서 다운로드(원문파일등록),"스마트그리드 보급지원사업을 통해 보급한 지능형전력 계량시스템(AMI) 및
에너지저장장치(ESS) 보급현황 자료(연도별/지역별)",-,-,-,무료,-,이용허락범위 제한 없음,-,-,-,4403,https://www.data.go.kr/data/15013131/fileData.do,N,N
